,index,featureImportance
5805,goodness,-9.409172
6915,middle,-9.409172
4630,crisp,-9.4127
4359,combination,-9.416239
8164,result,-9.416239
8284,safe,-9.416239
7957,rave,-9.419791
4366,comfort,-9.419791
2197,Parking,-9.419791
7858,pudding,-9.419791
8904,stock,-9.423356
8037,regret,-9.423356
9804,weather,-9.423356
5556,flight,-9.423356
7096,nearby,-9.426934
1257,Fresh,-9.426934
9350,tons,-9.426934
3928,brown,-9.426934
5723,garden,-9.426934
9295,ticket,-9.430525
4906,diner,-9.430525
4222,chill,-9.437745
3474,areas,-9.437745
6507,ladies,-9.437745
8194,ride,-9.441375
5771,girls,-9.441375
1578,Its,-9.441375
4735,de,-9.441375
3181,absolute,-9.441375
2676,Stopped,-9.445018
7394,pain,-9.445018
8750,sour,-9.445018
7536,personable,-9.445018
9966,yelp,-9.445018
4409,complaints,-9.448674
8600,skin,-9.448674
7071,n,-9.452344
7172,normal,-9.452344
6681,lol,-9.452344
6462,key,-9.452344
4177,chat,-9.452344
7247,oh,-9.456027
5518,fire,-9.456027
6660,load,-9.456027
3735,belly,-9.456027
9365,total,-9.456027
8420,selections,-9.456027
8247,round,-9.459724
6608,lettuce,-9.459724
1954,Monday,-9.459724
6216,important,-9.463435
4331,coconut,-9.463435
7700,positive,-9.463435
3628,bakery,-9.463435
5319,except,-9.463435
2228,Perfect,-9.467159
3945,buck,-9.467159
4174,charm,-9.467159
6692,lose,-9.470898
4419,complimentary,-9.470898
7949,rare,-9.474649
9746,w,-9.474649
777,Cheese,-9.474649
4220,chili,-9.474649
9009,suggestions,-9.478416
281,9,-9.478416
7806,product,-9.478416
6151,hummus,-9.482197
3309,agree,-9.482197
8019,refill,-9.482197
3318,air,-9.482197
960,Day,-9.482197
4613,creative,-9.485992
3971,bun,-9.485992
6737,machine,-9.489801
8001,recommendation,-9.489801
4904,dine,-9.489801
7004,mood,-9.489801
6993,moment,-9.489801
9613,upstairs,-9.489801
2695,Such,-9.493626
3432,app,-9.493626
6201,imagine,-9.493626
4809,delightful,-9.493626
211,50,-9.493626
2974,Vietnamese,-9.497464
3376,ambience,-9.497464
7173,normally,-9.497464
9463,turkey,-9.497464
8385,screen,-9.497464
8430,sense,-9.501318
8820,sport,-9.501318
7108,negative,-9.505186
8831,sprout,-9.505186
8577,sister,-9.505186
5024,double,-9.505186
1422,Happy,-9.505186
4481,consistently,-9.50907
6983,moist,-9.50907
4418,compliment,-9.50907
4284,clear,-9.512969
7759,present,-9.512969
5851,greasy,-9.512969
8399,search,-9.512969
4407,complain,-9.512969
4766,decorate,-9.512969
9666,vegetables,-9.512969
6671,locations,-9.512969
8559,similar,-9.512969
6010,heavy,-9.520812
3778,biscuits,-9.520812
7989,recent,-9.520812
9344,ton,-9.520812
7575,picky,-9.520812
3828,body,-9.520812
3321,airport,-9.520812
7760,presentation,-9.524756
9116,takeout,-9.524756
4709,daily,-9.524756
4309,club,-9.528717
6793,margaritas,-9.528717
6553,lay,-9.528717
3299,age,-9.532693
8340,savory,-9.532693
3671,basically,-9.532693
6043,highlight,-9.532693
4938,discount,-9.532693
5898,guide,-9.532693
6526,larger,-9.536685
1754,Like,-9.536685
7076,nachos,-9.540693
5809,gorgeous,-9.540693
5890,guacamole,-9.540693
6631,lime,-9.544718
567,Big,-9.548758
7829,promptly,-9.548758
6812,mash,-9.548758
315,AND,-9.548758
6714,lucky,-9.5528145
2140,Other,-9.5528145
8655,smooth,-9.5528145
5057,dream,-9.556888
7541,personally,-9.556888
4132,celebrate,-9.560978
7398,paint,-9.560978
2901,Two,-9.560978
2196,Park,-9.560978
9091,system,-9.565084
2564,Shrimp,-9.565084
9907,woman,-9.565084
127,25,-9.565084
4526,cookie,-9.569208
9657,various,-9.569208
4844,deserve,-9.569208
7036,movie,-9.573349
3690,bbq,-9.573349
9807,website,-9.573349
5095,dumplings,-9.577507
5874,grocery,-9.577507
4603,crawfish,-9.577507
4056,candy,-9.577507
4121,cause,-9.577507
6792,margarita,-9.577507
773,Check,-9.577507
7772,previous,-9.581682
1867,Market,-9.581682
664,Burger,-9.5858755
5742,general,-9.5858755
6538,latte,-9.590086
9025,superb,-9.590086
3670,basic,-9.594315
994,Did,-9.594315
1207,Finally,-9.594315
8931,strawberry,-9.594315
2008,NOT,-9.594315
6668,locals,-9.594315
9651,vanilla,-9.59856
3444,apple,-9.59856
2128,Ordered,-9.59856
1075,Each,-9.59856
2893,Tuesday,-9.602825
4218,children,-9.602825
5014,donut,-9.607108
496,BYOB,-9.607108
530,Be,-9.607108
1885,Maybe,-9.607108
4843,desert,-9.607108
3911,bright,-9.607108
2098,Of,-9.611409
9197,tend,-9.611409
8763,spacious,-9.611409
6437,juice,-9.611409
2843,Today,-9.611409
3764,bigger,-9.615728
7717,pour,-9.615728
3587,avoid,-9.615728
5794,goat,-9.615728
2247,Pho,-9.615728
7301,orange,-9.615728
7439,particular,-9.615728
5647,frequent,-9.620067
6769,manage,-9.620067
8918,straight,-9.624424
9332,tofu,-9.624424
3051,Wednesday,-9.624424
4374,comment,-9.6288
717,California,-9.6288
9639,vacation,-9.6288
7638,pleasure,-9.6288
5041,dozen,-9.633196
9970,yesterday,-9.633196
7805,produce,-9.633196
4940,discover,-9.633196
6471,kinda,-9.633196
677,By,-9.633196
9270,thorough,-9.633196
403,Another,-9.637611
1354,Greek,-9.637611
9051,surprisingly,-9.637611
908,Cuban,-9.637611
5496,filet,-9.637611
4260,cinnamon,-9.642046
9937,wow,-9.642046
3237,actual,-9.6465
7359,overly,-9.6465
8785,specialty,-9.650974
7791,private,-9.650974
5570,flower,-9.650974
1181,Fantastic,-9.655469
7458,pastries,-9.664518
811,Christmas,-9.664518
1626,John,-9.664518
3547,attend,-9.669074
6006,heaven,-9.669074
8722,somewhat,-9.669074
3703,beautifully,-9.669074
5912,gym,-9.669074
8790,spectacular,-9.669074
4616,credit,-9.673651
8723,somewhere,-9.673651
9840,whenever,-9.673651
3107,Wonderful,-9.673651
4300,closer,-9.678248
3638,banana,-9.678248
2377,Red,-9.678248
1226,Florida,-9.678248
4117,cater,-9.678248
8469,shake,-9.678248
3160,Yum,-9.678248
4480,consistent,-9.678248
2538,Seriously,-9.678248
4621,crepe,-9.682868
7913,quote,-9.682868
6222,impressive,-9.682868
3838,bone,-9.682868
4651,crunchy,-9.687508
4853,despite,-9.687508
5288,events,-9.69217
4996,doctor,-9.69217
1493,Hot,-9.69217
4286,clearly,-9.69217
1688,Korean,-9.696854
5696,funny,-9.696854
6070,hole,-9.696854
4811,delish,-9.696854
515,Bar,-9.696854
1714,La,-9.70156
8294,sales,-9.70156
4713,damn,-9.70156
7490,peanut,-9.70156
7426,parent,-9.706288
1842,Make,-9.706288
2063,Nothing,-9.706288
781,Chef,-9.706288
2672,Still,-9.706288
2237,Pete,-9.706288
1407,HUGE,-9.711039
6041,higher,-9.711039
1873,Mary,-9.711039
6822,match,-9.711039
5806,goods,-9.711039
4387,community,-9.715812
9671,vehicle,-9.715812
8761,spa,-9.715812
8881,steam,-9.720608
4986,dive,-9.720608
9211,test,-9.720608
7073,na,-9.720608
4967,display,-9.725428
9990,yum,-9.725428
5938,ham,-9.725428
788,Chicago,-9.725428
5542,flat,-9.73027
9797,wax,-9.73027
6778,mango,-9.73027
4113,cat,-9.73027
18,1/2,-9.73027
5974,hate,-9.73027
8753,south,-9.73027
5428,fare,-9.735136
9921,workers,-9.735136
7369,overwhelm,-9.735136
8694,soda,-9.735136
6474,kinds,-9.740026
8508,shoe,-9.740026
5769,girlfriend,-9.740026
2485,Salad,-9.740026
7563,photos,-9.740026
9368,tough,-9.740026
9880,windows,-9.740026
6578,leftovers,-9.74494
1747,Let,-9.74494
9271,thoroughly,-9.74494
4034,calamari,-9.74494
4180,cheaper,-9.749879
2034,Never,-9.749879
187,40,-9.754841
7419,paper,-9.754841
4622,crew,-9.754841
9420,tree,-9.754841
7785,prior,-9.759829
4097,cars,-9.759829
5398,facility,-9.759829
1501,How,-9.759829
7440,particularly,-9.759829
4494,contact,-9.759829
4803,deli,-9.764841
5114,earlier,-9.764841
9037,suppose,-9.764841
7308,organize,-9.764841
8916,story,-9.764841
9689,version,-9.764841
9823,weird,-9.764841
540,Been,-9.764841
3921,broccoli,-9.764841
3081,Why,-9.769879
6877,member,-9.769879
4196,cheesecake,-9.769879
6223,improve,-9.769879
7614,plain,-9.774942
9909,wonder,-9.774942
2332,Quarter,-9.774942
7960,raw,-9.774942
3620,bagel,-9.774942
1468,His,-9.780031
8434,separate,-9.780031
2747,TV,-9.780031
9609,upscale,-9.780031
5573,fluffy,-9.780031
5653,freshly,-9.780031
4157,challenge,-9.780031
3245,additional,-9.780031
8879,steaks,-9.785147
9236,theme,-9.785147
9562,unless,-9.785147
5153,eggplant,-9.785147
38,11,-9.785147
7387,package,-9.785147
609,Bourbon,-9.785147
529,Bay,-9.790288
3955,buffalo,-9.795456
5743,generally,-9.795456
4887,difference,-9.795456
8974,sub,-9.800651
6813,mask,-9.800651
6941,mini,-9.800651
4808,delight,-9.800651
2650,Starbucks,-9.800651
7822,promise,-9.805873
6629,likely,-9.805873
2826,Thursday,-9.805873
6562,lead,-9.811122
9975,yogurt,-9.811122
9052,surround,-9.811122
7953,rate,-9.811122
4120,cauliflower,-9.811122
2951,VERY,-9.8164
6290,informative,-9.8164
8827,spread,-9.8164
3275,advice,-9.8164
840,Coffee,-9.821704
7166,noodle,-9.821704
9479,typically,-9.821704
7054,museum,-9.821704
8585,six,-9.827038
7089,natural,-9.827038
9418,treatment,-9.827038
1261,Fried,-9.827038
8742,sorry,-9.827038
4759,decision,-9.827038
2077,OMG,-9.827038
9915,wood,-9.832399
4671,cupcakes,-9.832399
3437,appear,-9.832399
8122,require,-9.832399
3804,blend,-9.832399
1727,Last,-9.832399
546,Being,-9.832399
6362,intimate,-9.8377905
7062,mussels,-9.8377905
6771,management,-9.8377905
7162,none,-9.8377905
2931,Unfortunately,-9.8377905
5376,extensive,-9.8377905
4072,caramel,-9.8377905
3836,bomb,-9.8377905
353,Again,-9.84321
9209,terrific,-9.84321
4147,certain,-9.84321
5739,gelato,-9.84321
7220,obviously,-9.84321
5721,garage,-9.84321
8478,shape,-9.84321
7885,quaint,-9.84321
6072,holiday,-9.84321
6754,major,-9.8486595
8583,situation,-9.8486595
7316,otherwise,-9.8486595
3980,burn,-9.8486595
5448,favor,-9.854139
5019,doors,-9.854139
756,Center,-9.859649
2715,Sushi,-9.859649
6892,menus,-9.859649
6878,members,-9.859649
1421,Hands,-9.859649
2301,Pretty,-9.859649
8491,shell,-9.859649
3260,admit,-9.859649
8094,rent,-9.859649
557,Benedict,-9.86519
4370,comfy,-9.86519
5044,draft,-9.86519
9228,theater,-9.86519
2273,Please,-9.87076
2450,SB,-9.87076
823,Clean,-9.87076
7018,mother,-9.87076
3840,bonus,-9.87076
8418,select,-9.87076
4271,clam,-9.87076
5579,fly,-9.876363
7098,nearly,-9.876363
1290,GREAT,-9.876363
9237,themselves,-9.876363
5297,everywhere,-9.881996
8602,skip,-9.881996
7763,pressure,-9.881996
7800,problems,-9.881996
4831,depend,-9.881996
1455,Here,-9.881996
8529,shower,-9.881996
2288,Pork,-9.881996
536,Because,-9.881996
535,Beautiful,-9.881996
2264,Place,-9.881996
2601,Sometimes,-9.881996
7390,pad,-9.887662
5608,forever,-9.887662
6492,knowledge,-9.887662
5467,fell,-9.887662
6090,hook,-9.887662
8858,staple,-9.887662
7099,neat,-9.887662
3683,bathrooms,-9.89336
4434,concept,-9.89336
9290,thru,-9.89336
9096,ta,-9.89336
1623,Joe,-9.89336
6936,min,-9.89336
2388,Restaurant,-9.89336
3154,York,-9.89336
595,Boise,-9.89336
1039,Drinks,-9.89336
5648,frequently,-9.89336
5867,grind,-9.899091
6922,mild,-9.899091
6409,jam,-9.899091
6289,information,-9.899091
3063,West,-9.899091
9665,vegetable,-9.899091
5005,dollars,-9.899091
6835,mayo,-9.899091
6850,meatballs,-9.904855
1663,Keep,-9.904855
9205,term,-9.904855
2107,Old,-9.904855
7619,plant,-9.904855
2311,Probably,-9.904855
5434,fashion,-9.910651
5233,entrance,-9.910651
9844,whether,-9.910651
4039,calm,-9.910651
191,45,-9.916483
5702,further,-9.916483
5225,entertain,-9.916483
6554,layer,-9.916483
4105,cashier,-9.916483
8966,stumble,-9.916483
5222,ensure,-9.916483
5924,haircut,-9.916483
8039,regularly,-9.922348
7255,older,-9.922348
5191,employee,-9.922348
4199,cheesy,-9.922348
8754,southern,-9.922348
6268,indoor,-9.922348
539,Beef,-9.922348
1274,Fun,-9.928247
9310,timely,-9.928247
8581,site,-9.928247
7474,patrons,-9.928247
9694,vet,-9.934182
9440,trouble,-9.934182
5315,exceed,-9.934182
7064,mustard,-9.934182
3901,brewery,-9.934182
5701,furniture,-9.940152
390,An,-9.940152
5737,gel,-9.940152
464,B,-9.940152
7322,ourselves,-9.940152
6699,lounge,-9.940152
4545,correct,-9.946158
7602,pita,-9.952201
2585,Small,-9.952201
8361,scene,-9.952201
851,Come,-9.952201
8293,sale,-9.952201
7592,pineapple,-9.952201
2013,NY,-9.952201
7781,prime,-9.952201
3598,awhile,-9.952201
5027,dough,-9.952201
6947,mint,-9.95828
3421,anyway,-9.95828
7154,noise,-9.95828
8610,slaw,-9.95828
8393,sea,-9.95828
5178,email,-9.9643955
4118,catfish,-9.9643955
9888,winter,-9.9643955
3795,bland,-9.9643955
1930,Mike,-9.97055
6781,manicure,-9.97055
5970,hash,-9.97055
9361,tortillas,-9.97055
7716,pound,-9.97055
4248,chunk,-9.97055
4353,college,-9.97055
1680,King,-9.97055
8227,romantic,-9.97055
5767,ginger,-9.97055
3845,booth,-9.97055
585,Blue,-9.976742
7263,omelette,-9.976742
6898,mess,-9.976742
6667,locally,-9.976742
8971,stylist,-9.976742
5262,espresso,-9.976742
2717,Sweet,-9.976742
445,Atmosphere,-9.982972
3621,bagels,-9.982972
8035,register,-9.982972
3333,alcohol,-9.982972
1481,Honestly,-9.989242
3398,anniversary,-9.989242
4259,cilantro,-9.989242
5993,health,-9.989242
8085,remove,-9.989242
4208,chewy,-9.989242
6664,lobby,-9.989242
4019,cabbage,-9.995551
7074,naan,-9.995551
9360,tortilla,-9.995551
1189,Fast,-9.995551
5955,happier,-9.995551
7340,oven,-9.995551
3983,burritos,-9.995551
6645,liquor,-9.995551
5025,doubt,-10.001901
3673,basil,-10.001901
9377,towards,-10.001901
4824,dentist,-10.001901
140,2nd,-10.001901
4432,con,-10.001901
1598,Japanese,-10.001901
1454,Her,-10.001901
5207,energy,-10.00829
5584,focus,-10.00829
7559,photo,-10.00829
712,Cajun,-10.014721
3825,boat,-10.014721
2880,Tried,-10.0211935
7724,practice,-10.027708
4920,dirty,-10.027708
9264,third,-10.027708
6964,mistake,-10.027708
5176,elsewhere,-10.027708
410,Anyway,-10.027708
7880,push,-10.027708
5038,downside,-10.027708
4449,condition,-10.027708
3974,buns,-10.027708
5051,draw,-10.027708
7555,philly,-10.0342655
4650,crunch,-10.0342655
2661,Steak,-10.0342655
3534,assume,-10.0342655
3855,bother,-10.0342655
6277,inexpensive,-10.0342655
1782,Looking,-10.040866
3383,ample,-10.040866
1287,GOOD,-10.040866
622,Breakfast,-10.040866
5367,explore,-10.040866
8281,sad,-10.040866
3118,Worth,-10.040866
2105,Ok,-10.040866
3992,businesses,-10.040866
4780,def,-10.040866
3555,attitude,-10.047511
3417,anymore,-10.047511
3465,apps,-10.047511
7671,polish,-10.047511
1555,Indianapolis,-10.047511
9699,via,-10.047511
3765,biggest,-10.047511
9283,thrill,-10.047511
6288,inform,-10.047511
9908,women,-10.0542
6927,miles,-10.0542
7306,organic,-10.0542
9605,upgrade,-10.0542
1296,Garden,-10.0542
8961,studio,-10.0542
7584,pies,-10.0542
5685,fully,-10.0542
7958,ravioli,-10.0542
1355,Green,-10.0542
3400,annoy,-10.060934
5762,giant,-10.060934
5882,grouper,-10.060934
3269,advance,-10.060934
7259,olive,-10.060934
5415,falafel,-10.060934
5615,form,-10.060934
9563,unlike,-10.060934
3194,access,-10.060934
5956,happily,-10.060934
1216,Fish,-10.067714
8450,settle,-10.067714
6946,mins,-10.067714
7363,overprice,-10.067714
8040,regulars,-10.067714
4708,dad,-10.067714
2014,NYC,-10.074539
4216,child,-10.074539
541,Beer,-10.074539
7576,picnic,-10.074539
5246,equally,-10.074539
7291,opportunity,-10.074539
5069,driver,-10.074539
4188,cheddar,-10.074539
7936,ranch,-10.074539
8421,self,-10.081412
9207,terrible,-10.081412
4661,cucumber,-10.081412
8438,serious,-10.081412
3655,barely,-10.081412
9780,warn,-10.088333
3827,boba,-10.088333
6137,hubby,-10.088333
1265,Fries,-10.088333
5421,famous,-10.088333
7279,onto,-10.088333
7651,pm,-10.088333
7442,partner,-10.088333
7897,queso,-10.088333
1435,Having,-10.088333
709,Caesar,-10.095302
9378,towel,-10.095302
6541,laugh,-10.095302
723,Can,-10.095302
5915,gyro,-10.095302
3192,accept,-10.095302
9364,tot,-10.095302
2075,OK,-10.095302
3777,biscuit,-10.095302
6752,maintain,-10.095302
8401,seasonal,-10.095302
9010,suit,-10.095302
6491,knowledgable,-10.095302
5755,genuinely,-10.102319
5248,equipment,-10.102319
4849,desire,-10.102319
9974,yoga,-10.102319
3952,budget,-10.102319
8689,social,-10.102319
2754,Taco,-10.102319
5119,ease,-10.102319
3755,beverages,-10.102319
2656,State,-10.102319
6209,impeccable,-10.102319
3011,WOW,-10.102319
3247,address,-10.109386
3864,bourbon,-10.109386
3435,apparently,-10.109386
3380,among,-10.109386
4005,buttery,-10.109386
1696,LA,-10.109386
7200,nut,-10.109386
4484,constantly,-10.116504
7119,nervous,-10.116504
7817,program,-10.116504
6320,instal,-10.116504
3820,blueberry,-10.116504
7039,mozzarella,-10.116504
6338,insurance,-10.116504
4276,classy,-10.116504
5973,hat,-10.116504
5466,feet,-10.116504
2497,San,-10.1236725
125,24,-10.1236725
8016,refer,-10.1236725
9109,tad,-10.1236725
1082,Easy,-10.1236725
6433,judge,-10.1236725
7854,pub,-10.1236725
7260,olives,-10.1236725
3857,bottom,-10.1236725
701,COVID,-10.130893
7836,property,-10.130893
9475,twist,-10.130893
8786,specific,-10.130893
8612,sleep,-10.130893
5514,finger,-10.130893
6002,hearty,-10.130893
7408,pancake,-10.138165
3263,adorable,-10.138165
5751,gentleman,-10.138165
9370,tourist,-10.138165
828,Clearwater,-10.138165
5293,everyday,-10.138165
7622,plastic,-10.138165
3846,booths,-10.145492
3073,Which,-10.145492
6442,jump,-10.145492
6368,introduce,-10.145492
808,Chris,-10.145492
8703,soggy,-10.145492
8131,reserve,-10.145492
9157,teach,-10.145492
3396,animals,-10.145492
5200,encounter,-10.145492
232,60,-10.145492
9120,talented,-10.152871
6053,hip,-10.152871
328,AWESOME,-10.152871
9425,trendy,-10.152871
5013,dont,-10.152871
8052,relatively,-10.152871
9088,syrup,-10.152871
6056,hire,-10.152871
4243,chorizo,-10.152871
5438,fat,-10.152871
7950,rarely,-10.152871
3374,amazingly,-10.152871
6783,manner,-10.152871
7706,possibly,-10.152871
9799,ways,-10.160306
3943,bubble,-10.160306
1096,El,-10.160306
5339,exhibit,-10.160306
9034,supply,-10.160306
9544,unfortunately,-10.160306
3424,apart,-10.160306
5779,glaze,-10.167797
6169,hype,-10.167797
8144,respect,-10.167797
7639,plentiful,-10.167797
6428,join,-10.167797
7928,rain,-10.167797
3268,adults,-10.167797
5895,guest,-10.167797
1055,During,-10.175344
5599,foot,-10.175344
3728,beignets,-10.175344
3077,Who,-10.175344
7228,octopus,-10.175344
800,Chocolate,-10.182949
6802,mark,-10.182949
8209,risotto,-10.182949
28,10/10,-10.182949
3924,brother,-10.182949
5201,encourage,-10.182949
8406,secret,-10.182949
3799,blast,-10.182949
3872,boys,-10.182949
6818,massive,-10.182949
2755,Tacos,-10.182949
9389,trail,-10.182949
5800,gon,-10.190612
8379,scramble,-10.190612
8312,sampler,-10.190612
8501,ship,-10.190612
1494,Hotel,-10.190612
454,Ave,-10.190612
3685,batter,-10.190612
1112,Enjoy,-10.190612
6430,joke,-10.198334
8885,stellar,-10.198334
1464,Hill,-10.198334
6703,lover,-10.198334
9829,west,-10.198334
9481,u,-10.198334
6712,luck,-10.198334
4465,confuse,-10.198334
7524,perhaps,-10.198334
8068,remain,-10.198334
5120,easier,-10.198334
8550,signature,-10.198334
882,Could,-10.198334
7892,quarter,-10.198334
5844,grateful,-10.198334
3425,apartment,-10.198334
7762,press,-10.206116
8906,stomach,-10.206116
2758,Take,-10.206116
1079,East,-10.206116
2221,People,-10.206116
1111,English,-10.206116
6886,men,-10.206116
9384,track,-10.206116
1220,Five,-10.206116
5728,gas,-10.213959
3204,accompany,-10.213959
6488,knock,-10.213959
6589,lemonade,-10.213959
2943,Upon,-10.213959
6217,importantly,-10.213959
1825,MUST,-10.213959
3844,boot,-10.213959
5150,effort,-10.213959
491,BUT,-10.213959
308,ALL,-10.221865
7680,poor,-10.221865
3514,asparagus,-10.221865
8846,stage,-10.221865
9643,valet,-10.221865
9017,sun,-10.221865
4556,couch,-10.221865
5789,gnocchi,-10.221865
8193,rid,-10.221865
5639,freak,-10.221865
2948,Usually,-10.221865
3948,bud,-10.221865
4082,careful,-10.229833
6935,mimosas,-10.229833
3098,Wish,-10.229833
6882,memorable,-10.229833
1122,Especially,-10.229833
6499,la,-10.229833
8574,sip,-10.229833
3436,appeal,-10.229833
7512,pepperoni,-10.229833
3270,advantage,-10.229833
584,Bloody,-10.229833
8234,root,-10.2378645
7864,pumpkin,-10.2378645
5039,downstairs,-10.2378645
9790,waste,-10.2378645
9445,truffle,-10.2378645
5633,frame,-10.2378645
1830,Made,-10.2378645
1359,Grill,-10.2378645
9074,sweetness,-10.2378645
8503,shirt,-10.2378645
4991,divine,-10.2378645
6707,lower,-10.2378645
4541,cornbread,-10.245962
5271,estimate,-10.245962
891,Crab,-10.245962
6052,hint,-10.245962
3267,adult,-10.245962
6583,legit,-10.245962
1507,Huge,-10.245962
9008,suggestion,-10.245962
8375,scoop,-10.245962
5210,engage,-10.245962
2498,Sandwich,-10.245962
4681,current,-10.254125
3457,approach,-10.254125
9658,vary,-10.254125
6424,jewelry,-10.254125
2423,Roll,-10.254125
9161,tear,-10.254125
1614,Jersey,-10.262356
9152,tattoo,-10.262356
4098,cart,-10.262356
7811,professionalism,-10.262356
7422,par,-10.262356
9923,workout,-10.262356
5419,families,-10.262356
4479,consistency,-10.262356
7198,numerous,-10.262356
87,1st,-10.262356
873,Cool,-10.262356
8570,sing,-10.262356
6925,mile,-10.262356
2274,Plenty,-10.262356
4560,count,-10.270655
4691,custom,-10.270655
3076,White,-10.270655
9195,ten,-10.270655
4638,croissant,-10.270655
9818,weekly,-10.270655
7684,popcorn,-10.270655
7652,po,-10.270655
8685,soak,-10.270655
5312,example,-10.279022
7768,pretzel,-10.279022
7964,reach,-10.279022
4885,diet,-10.279022
948,Dan,-10.279022
7720,power,-10.279022
